ID,Name,StartDate,EndDate,ParentTaskID,Cost,Priority,Progress,ProjectID,ActualStartDate,ActualEndDate,Status,Duration,AssigneeID,Trade,CreateDate,WorkerScore
2895,skill,2020-09-11,2020-09-13,2894.0,849.00,Normal,0,26,,,Not Started,2,1,7,2024-07-09,76
2896,majority,2020-09-12,2020-09-14,2895.0,944.00,Normal,0,26,,,Not Started,2,1,1,2024-07-09,88
2897,performance,2020-09-14,2020-09-22,2896.0,367.00,Normal,0,26,,,Not Started,8,1,8,2024-07-09,47
2898,girl,2020-09-24,2020-09-27,2897.0,569.00,Normal,0,26,,,Not Started,3,1,19,2024-07-09,40
2899,small,2020-09-28,2020-10-03,2898.0,272.00,Normal,0,26,,,Not Started,5,1,2,2024-07-09,87
2900,then,2020-10-02,2020-10-06,2899.0,778.00,Normal,0,26,,,Not Started,4,1,20,2024-07-09,57
2901,poor,2020-10-07,2020-10-13,2900.0,303.00,Normal,0,26,,,Not Started,6,1,19,2024-07-09,46
2902,clearly,2020-10-13,2020-10-19,2901.0,980.00,Normal,0,26,,,Not Started,6,1,9,2024-07-09,41
2903,partner,2020-10-21,2020-10-29,2902.0,271.00,Normal,0,26,,,Not Started,8,1,22,2024-07-09,53
2904,record,2020-10-31,2020-11-07,2903.0,833.00,Normal,0,26,,,Not Started,7,1,1,2024-07-09,87
2905,full,2020-11-09,2020-11-17,2904.0,685.00,Normal,0,26,,,Not Started,8,1,11,2024-07-09,92
2906,drug,2020-11-19,2020-11-21,2905.0,685.00,Normal,0,26,,,Not Started,2,1,16,2024-07-09,77
2907,wonder,2020-11-21,2020-11-24,2906.0,453.00,Normal,0,26,,,Not Started,3,1,19,2024-07-09,52
2908,woman,2020-11-26,2020-12-03,2907.0,608.00,Normal,0,26,,,Not Started,7,1,11,2024-07-09,78
2909,action,2020-12-04,2020-12-10,2908.0,741.00,Normal,0,26,,,Not Started,6,1,12,2024-07-09,72
2910,find,2020-12-10,2020-12-18,2909.0,406.00,Normal,0,26,,,Not Started,8,1,14,2024-07-09,95
2911,draw,2020-12-19,2020-12-21,2910.0,392.00,Normal,0,26,,,Not Started,2,1,20,2024-07-09,37
2912,happen,2020-12-23,2020-12-27,2911.0,957.00,Normal,0,26,,,Not Started,4,1,10,2024-07-09,79
2913,worker,2020-12-28,2021-01-04,2912.0,226.00,Normal,0,26,,,Not Started,7,1,2,2024-07-09,87
2914,never,2021-01-04,2021-01-07,2913.0,523.00,Normal,0,26,,,Not Started,3,1,20,2024-07-09,100
2915,participant,2021-01-06,2021-01-10,2914.0,667.00,Normal,0,26,,,Not Started,4,1,6,2024-07-09,78
2916,here,2021-01-10,2021-01-12,2915.0,264.00,Normal,0,26,,,Not Started,2,1,9,2024-07-09,78
2917,middle,2021-01-13,2021-01-16,2916.0,830.00,Normal,0,26,,,Not Started,3,1,13,2024-07-09,58
2918,father,2021-01-16,2021-01-22,2917.0,675.00,Normal,0,26,,,Not Started,6,1,16,2024-07-09,65
2919,tonight,2021-01-24,2021-01-31,2918.0,305.00,Normal,0,26,,,Not Started,7,1,22,2024-07-09,97
2920,like,2021-01-31,2021-02-03,2919.0,554.00,Normal,0,26,,,Not Started,3,1,9,2024-07-09,74
2921,my,2021-02-02,2021-02-09,2920.0,389.00,Normal,0,26,,,Not Started,7,1,5,2024-07-09,87
2922,Mr,2021-02-11,2021-02-13,2921.0,624.00,Normal,0,26,,,Not Started,2,1,2,2024-07-09,42
2923,war,2021-02-13,2021-02-17,2922.0,848.00,Normal,0,26,,,Not Started,4,1,12,2024-07-09,72
2924,write,2021-02-18,2021-02-22,2923.0,654.00,Normal,0,26,,,Not Started,4,1,9,2024-07-09,38
2925,film,2020-06-21,2020-07-04,,2772.00,Critical,0,26,,,Not Started,13,1,26,2024-07-09,66
2926,nor,2020-07-04,2020-07-11,2925.0,475.00,Normal,0,26,,,Not Started,7,1,8,2024-07-09,35
2927,west,2020-07-12,2020-07-15,2926.0,957.00,Normal,0,26,,,Not Started,3,1,6,2024-07-09,63
2928,mind,2020-07-14,2020-07-22,2927.0,390.00,Normal,0,26,,,Not Started,8,1,6,2024-07-09,91
2929,account,2020-07-22,2020-07-26,2928.0,202.00,Normal,0,26,,,Not Started,4,1,3,2024-07-09,93
2930,believe,2020-07-26,2020-08-01,2929.0,621.00,Normal,0,26,,,Not Started,6,1,16,2024-07-09,84
2931,brother,2020-07-31,2020-08-03,2930.0,315.00,Normal,0,26,,,Not Started,3,1,15,2024-07-09,52
2932,little,2020-08-05,2020-08-08,2931.0,607.00,Normal,0,26,,,Not Started,3,1,5,2024-07-09,80
2933,candidate,2020-08-09,2020-08-11,2932.0,479.00,Normal,0,26,,,Not Started,2,1,21,2024-07-09,52
2934,power,2020-08-10,2020-08-14,2933.0,820.00,Normal,0,26,,,Not Started,4,1,13,2024-07-09,75
2935,walk,2020-08-13,2020-08-18,2934.0,525.00,Normal,0,26,,,Not Started,5,1,18,2024-07-09,80
2936,whom,2020-08-18,2020-08-21,2935.0,375.00,Normal,0,26,,,Not Started,3,1,6,2024-07-09,30
2937,apply,2020-08-22,2020-08-27,2936.0,733.00,Normal,0,26,,,Not Started,5,1,18,2024-07-09,54
2938,deep,2020-08-28,2020-09-05,2937.0,790.00,Normal,0,26,,,Not Started,8,1,13,2024-07-09,47
2939,commercial,2020-09-07,2020-09-11,2938.0,518.00,Normal,0,26,,,Not Started,4,1,4,2024-07-09,56
2940,cut,2020-09-12,2020-09-15,2939.0,827.00,Normal,0,26,,,Not Started,3,1,15,2024-07-09,99
2941,grow,2020-09-17,2020-09-24,2940.0,495.00,Normal,0,26,,,Not Started,7,1,14,2024-07-09,72
2942,back,2020-09-24,2020-09-27,2941.0,413.00,Normal,0,26,,,Not Started,3,1,14,2024-07-09,59
2943,when,2020-09-27,2020-10-02,2942.0,783.00,Normal,0,26,,,Not Started,5,1,22,2024-07-09,87
2944,within,2020-10-02,2020-10-04,2943.0,262.00,Normal,0,26,,,Not Started,2,1,16,2024-07-09,44
2945,build,2020-10-03,2020-10-11,2944.0,820.00,Normal,0,26,,,Not Started,8,1,11,2024-07-09,45
2946,describe,2020-10-12,2020-10-19,2945.0,901.00,Normal,0,26,,,Not Started,7,1,11,2024-07-09,30
2947,owner,2020-10-19,2020-10-26,2946.0,911.00,Normal,0,26,,,Not Started,7,1,19,2024-07-09,44
2948,nation,2020-10-26,2020-10-31,2947.0,981.00,Normal,0,26,,,Not Started,5,1,6,2024-07-09,70
2949,prevent,2020-10-31,2020-11-07,2948.0,277.00,Normal,0,26,,,Not Started,7,1,15,2024-07-09,63
2950,letter,2020-11-08,2020-11-14,2949.0,226.00,Normal,0,26,,,Not Started,6,1,9,2024-07-09,35
2951,suddenly,2020-11-14,2020-11-20,2950.0,661.00,Normal,0,26,,,Not Started,6,1,18,2024-07-09,58
2952,sometimes,2020-11-20,2020-11-27,2951.0,627.00,Normal,0,26,,,Not Started,7,1,11,2024-07-09,57
2953,local,2020-11-27,2020-11-30,2952.0,542.00,Normal,0,26,,,Not Started,3,1,13,2024-07-09,88
2954,final,2020-12-01,2020-12-09,2953.0,435.00,Normal,0,26,,,Not Started,8,1,7,2024-07-09,30
2955,natural,2020-12-09,2020-12-13,2954.0,613.00,Normal,0,26,,,Not Started,4,1,15,2024-07-09,73
2956,top,2020-12-14,2020-12-21,2955.0,242.00,Normal,0,26,,,Not Started,7,1,22,2024-07-09,73
2957,system,2020-12-21,2020-12-28,2956.0,260.00,Normal,0,26,,,Not Started,7,1,6,2024-07-09,38
2958,agent,2020-12-29,2021-01-03,2957.0,326.00,Normal,0,26,,,Not Started,5,1,6,2024-07-09,97
2959,word,2021-01-03,2021-01-09,2958.0,775.00,Normal,0,26,,,Not Started,6,1,20,2024-07-09,61
2960,modern,2021-01-10,2021-01-13,2959.0,431.00,Normal,0,26,,,Not Started,3,1,12,2024-07-09,33
2961,stock,2021-01-12,2021-01-18,2960.0,893.00,Normal,0,26,,,Not Started,6,1,18,2024-07-09,95
2962,analysis,2021-01-20,2021-01-22,2961.0,773.00,Normal,0,26,,,Not Started,2,1,3,2024-07-09,60
2963,ten,2021-01-21,2021-01-25,2962.0,868.00,Normal,0,26,,,Not Started,4,1,17,2024-07-09,60
2964,eight,2019-01-29,2019-02-11,,1927.00,Critical,0,27,,,Not Started,13,1,28,2024-07-09,32
2965,animal,2019-02-12,2019-02-17,2964.0,523.00,Normal,0,27,,,Not Started,5,1,9,2024-07-09,68
2966,price,2019-02-16,2019-02-18,2965.0,813.00,Normal,0,27,,,Not Started,2,1,7,2024-07-09,95
2967,home,2019-02-17,2019-02-22,2966.0,896.00,Normal,0,27,,,Not Started,5,1,4,2024-07-09,75
2968,sense,2019-02-21,2019-02-23,2967.0,220.00,Normal,0,27,,,Not Started,2,1,14,2024-07-09,33
2969,size,2019-02-24,2019-03-03,2968.0,251.00,Normal,0,27,,,Not Started,7,1,20,2024-07-09,99
2970,care,2019-03-02,2019-03-09,2969.0,545.00,Normal,0,27,,,Not Started,7,1,12,2024-07-09,55
2971,not,2019-03-10,2019-03-12,2970.0,956.00,Normal,0,27,,,Not Started,2,1,16,2024-07-09,60
2972,hard,2019-03-12,2019-03-14,2971.0,632.00,Normal,0,27,,,Not Started,2,1,20,2024-07-09,55
2973,only,2019-03-13,2019-03-18,2972.0,968.00,Normal,0,27,,,Not Started,5,1,5,2024-07-09,71
2974,nice,2019-03-19,2019-03-25,2973.0,268.00,Normal,0,27,,,Not Started,6,1,7,2024-07-09,70
2975,color,2019-03-25,2019-03-27,2974.0,786.00,Normal,0,27,,,Not Started,2,1,8,2024-07-09,64
2976,media,2019-03-27,2019-04-01,2975.0,325.00,Normal,0,27,,,Not Started,5,1,4,2024-07-09,35
2977,face,2019-04-02,2019-04-06,2976.0,464.00,Normal,0,27,,,Not Started,4,1,8,2024-07-09,91
2978,movement,2019-04-05,2019-04-08,2977.0,963.00,Normal,0,27,,,Not Started,3,1,9,2024-07-09,37
2979,change,2019-04-09,2019-04-17,2978.0,887.00,Normal,0,27,,,Not Started,8,1,15,2024-07-09,94
2980,forward,2019-04-18,2019-04-25,2979.0,856.00,Normal,0,27,,,Not Started,7,1,11,2024-07-09,75
2981,career,2019-04-25,2019-04-29,2980.0,416.00,Normal,0,27,,,Not Started,4,1,11,2024-07-09,93
2982,word,2019-04-30,2019-05-07,2981.0,897.00,Normal,0,27,,,Not Started,7,1,19,2024-07-09,90
2983,then,2019-05-08,2019-05-13,2982.0,773.00,Normal,0,27,,,Not Started,5,1,5,2024-07-09,49
2984,season,2019-05-14,2019-05-16,2983.0,633.00,Normal,0,27,,,Not Started,2,1,13,2024-07-09,100
2985,level,2019-05-15,2019-05-20,2984.0,407.00,Normal,0,27,,,Not Started,5,1,19,2024-07-09,47
2986,huge,2019-05-21,2019-05-24,2985.0,242.00,Normal,0,27,,,Not Started,3,1,14,2024-07-09,52
2987,few,2019-05-23,2019-05-31,2986.0,514.00,Normal,0,27,,,Not Started,8,1,21,2024-07-09,66
2988,model,2019-05-30,2019-06-06,2987.0,956.00,Normal,0,27,,,Not Started,7,1,4,2024-07-09,66
2989,prove,2019-06-07,2019-06-14,2988.0,659.00,Normal,0,27,,,Not Started,7,1,6,2024-07-09,36
2990,difference,2019-06-14,2019-06-18,2989.0,307.00,Normal,0,27,,,Not Started,4,1,20,2024-07-09,36
2991,smile,2019-06-17,2019-06-22,2990.0,348.00,Normal,0,27,,,Not Started,5,1,2,2024-07-09,96
2992,stand,2019-06-21,2019-06-24,2991.0,585.00,Normal,0,27,,,Not Started,3,1,22,2024-07-09,33
2993,official,2019-06-24,2019-06-29,2992.0,870.00,Normal,0,27,,,Not Started,5,1,8,2024-07-09,59
2994,down,2019-06-30,2019-07-08,2993.0,443.00,Normal,0,27,,,Not Started,8,1,17,2024-07-09,33
2995,happen,2019-07-07,2019-07-14,2994.0,553.00,Normal,0,27,,,Not Started,7,1,8,2024-07-09,57
2996,capital,2019-07-15,2019-07-19,2995.0,667.00,Normal,0,27,,,Not Started,4,1,19,2024-07-09,93
2997,pass,2019-07-18,2019-07-22,2996.0,285.00,Normal,0,27,,,Not Started,4,1,8,2024-07-09,74
2998,visit,2019-07-21,2019-07-29,2997.0,226.00,Normal,0,27,,,Not Started,8,1,1,2024-07-09,79
2999,add,2019-07-29,2019-08-01,2998.0,798.00,Normal,0,27,,,Not Started,3,1,2,2024-07-09,73
3000,modern,2019-08-01,2019-08-09,2999.0,225.00,Normal,0,27,,,Not Started,8,1,9,2024-07-09,43
3001,child,2019-08-09,2019-08-17,3000.0,786.00,Normal,0,27,,,Not Started,8,1,13,2024-07-09,91
3002,enjoy,2019-08-16,2019-08-21,3001.0,444.00,Normal,0,27,,,Not Started,5,1,7,2024-07-09,83
3003,war,2019-08-22,2019-08-24,3002.0,465.00,Normal,0,27,,,Not Started,2,1,1,2024-07-09,61
3004,old,2019-08-23,2019-08-29,3003.0,650.00,Normal,0,27,,,Not Started,6,1,12,2024-07-09,49
3005,major,2019-08-28,2019-08-31,3004.0,807.00,Normal,0,27,,,Not Started,3,1,22,2024-07-09,58
3006,behind,2019-08-31,2019-09-06,3005.0,229.00,Normal,0,27,,,Not Started,6,1,3,2024-07-09,84
3007,next,2019-09-07,2019-09-13,3006.0,260.00,Normal,0,27,,,Not Started,6,1,5,2024-07-09,45
3008,wish,2019-09-12,2019-09-20,3007.0,433.00,Normal,0,27,,,Not Started,8,1,5,2024-07-09,41
3009,sing,2019-09-20,2019-09-26,3008.0,914.00,Normal,0,27,,,Not Started,6,1,14,2024-07-09,57
3010,project,2019-09-25,2019-10-01,3009.0,514.00,Normal,0,27,,,Not Started,6,1,7,2024-07-09,54
3011,north,2019-10-02,2019-10-05,3010.0,949.00,Normal,0,27,,,Not Started,3,1,20,2024-07-09,43
3012,very,2019-10-04,2019-10-06,3011.0,901.00,Normal,0,27,,,Not Started,2,1,11,2024-07-09,79
3013,anyone,2019-10-07,2019-10-10,3012.0,322.00,Normal,0,27,,,Not Started,3,1,14,2024-07-09,80
3014,sport,2019-10-09,2019-10-17,3013.0,279.00,Normal,0,27,,,Not Started,8,1,8,2024-07-09,84
3015,quite,2019-10-16,2019-10-24,3014.0,443.00,Normal,0,27,,,Not Started,8,1,5,2024-07-09,76
3016,writer,2019-10-23,2019-10-31,3015.0,534.00,Normal,0,27,,,Not Started,8,1,22,2024-07-09,64
3017,inside,2019-10-30,2019-11-06,3016.0,673.00,Normal,0,27,,,Not Started,7,1,4,2024-07-09,90
3018,wonder,2019-11-05,2019-11-11,3017.0,815.00,Normal,0,27,,,Not Started,6,1,3,2024-07-09,89
3019,hard,2019-11-12,2019-11-20,3018.0,442.00,Normal,0,27,,,Not Started,8,1,7,2024-07-09,58
3020,market,2019-11-21,2019-11-25,3019.0,740.00,Normal,0,27,,,Not Started,4,1,8,2024-07-09,97
3021,dark,2019-11-24,2019-11-30,3020.0,842.00,Normal,0,27,,,Not Started,6,1,15,2024-07-09,97
3022,yeah,2019-12-01,2019-12-05,3021.0,288.00,Normal,0,27,,,Not Started,4,1,12,2024-07-09,95
3023,likely,2019-12-04,2019-12-11,3022.0,346.00,Normal,0,27,,,Not Started,7,1,13,2024-07-09,99
3024,book,2019-12-10,2019-12-12,3023.0,915.00,Normal,0,27,,,Not Started,2,1,16,2024-07-09,73
3025,point,2019-12-13,2019-12-15,3024.0,375.00,Normal,0,27,,,Not Started,2,1,5,2024-07-09,47
3026,artist,2019-12-14,2019-12-19,3025.0,367.00,Normal,0,27,,,Not Started,5,1,9,2024-07-09,78
3027,point,2019-12-18,2019-12-25,3026.0,748.00,Normal,0,27,,,Not Started,7,1,1,2024-07-09,76
3028,attorney,2019-02-03,2019-02-13,,1478.00,Critical,0,27,,,Not Started,10,1,23,2024-07-09,100
3029,theory,2019-02-14,2019-02-19,3028.0,842.00,Normal,0,27,,,Not Started,5,1,4,2024-07-09,79
3030,little,2019-02-20,2019-02-26,3029.0,554.00,Normal,0,27,,,Not Started,6,1,3,2024-07-09,30
3031,return,2019-02-27,2019-03-02,3030.0,683.00,Normal,0,27,,,Not Started,3,1,12,2024-07-09,53
3032,education,2019-03-03,2019-03-11,3031.0,975.00,Normal,0,27,,,Not Started,8,1,3,2024-07-09,34
3033,serious,2019-03-10,2019-03-14,3032.0,268.00,Normal,0,27,,,Not Started,4,1,11,2024-07-09,32
3034,ahead,2019-03-13,2019-03-16,3033.0,881.00,Normal,0,27,,,Not Started,3,1,22,2024-07-09,92
3035,how,2019-03-17,2019-03-19,3034.0,200.00,Normal,0,27,,,Not Started,2,1,2,2024-07-09,69
3036,notice,2019-03-20,2019-03-22,3035.0,284.00,Normal,0,27,,,Not Started,2,1,6,2024-07-09,69
3037,him,2019-03-23,2019-03-26,3036.0,341.00,Normal,0,27,,,Not Started,3,1,19,2024-07-09,31
3038,box,2019-03-26,2019-04-03,3037.0,219.00,Normal,0,27,,,Not Started,8,1,18,2024-07-09,50
3039,region,2019-04-04,2019-04-07,3038.0,423.00,Normal,0,27,,,Not Started,3,1,15,2024-07-09,60
3040,despite,2019-04-08,2019-04-14,3039.0,553.00,Normal,0,27,,,Not Started,6,1,19,2024-07-09,72
3041,teach,2019-04-15,2019-04-21,3040.0,876.00,Normal,0,27,,,Not Started,6,1,3,2024-07-09,37
3042,wish,2019-04-20,2019-04-22,3041.0,264.00,Normal,0,27,,,Not Started,2,1,16,2024-07-09,71
3043,single,2019-04-22,2019-04-26,3042.0,683.00,Normal,0,27,,,Not Started,4,1,18,2024-07-09,59
3044,down,2019-04-26,2019-05-02,3043.0,732.00,Normal,0,27,,,Not Started,6,1,3,2024-07-09,69
3045,federal,2019-05-02,2019-05-07,3044.0,725.00,Normal,0,27,,,Not Started,5,1,19,2024-07-09,100
3046,staff,2019-05-06,2019-05-09,3045.0,574.00,Normal,0,27,,,Not Started,3,1,6,2024-07-09,64
3047,why,2019-05-08,2019-05-13,3046.0,628.00,Normal,0,27,,,Not Started,5,1,10,2024-07-09,45
3048,trial,2019-05-14,2019-05-16,3047.0,281.00,Normal,0,27,,,Not Started,2,1,6,2024-07-09,69
3049,such,2019-05-15,2019-05-18,3048.0,842.00,Normal,0,27,,,Not Started,3,1,18,2024-07-09,89
3050,then,2019-05-17,2019-05-25,3049.0,995.00,Normal,0,27,,,Not Started,8,1,11,2024-07-09,57
3051,under,2019-05-26,2019-06-02,3050.0,969.00,Normal,0,27,,,Not Started,7,1,10,2024-07-09,69
3052,piece,2019-06-03,2019-06-05,3051.0,373.00,Normal,0,27,,,Not Started,2,1,1,2024-07-09,89
3053,nor,2019-06-06,2019-06-14,3052.0,880.00,Normal,0,27,,,Not Started,8,1,6,2024-07-09,43
3054,heavy,2019-06-15,2019-06-20,3053.0,926.00,Normal,0,27,,,Not Started,5,1,16,2024-07-09,96
3055,first,2019-06-20,2019-06-28,3054.0,616.00,Normal,0,27,,,Not Started,8,1,13,2024-07-09,40
3056,rock,2019-06-28,2019-07-01,3055.0,529.00,Normal,0,27,,,Not Started,3,1,12,2024-07-09,60
3057,let,2019-07-01,2019-07-03,3056.0,348.00,Normal,0,27,,,Not Started,2,1,5,2024-07-09,33
3058,whose,2019-07-02,2019-07-09,3057.0,303.00,Normal,0,27,,,Not Started,7,1,1,2024-07-09,93
3059,paper,2019-07-10,2019-07-12,3058.0,324.00,Normal,0,27,,,Not Started,2,1,2,2024-07-09,95
3060,matter,2019-07-13,2019-07-18,3059.0,846.00,Normal,0,27,,,Not Started,5,1,14,2024-07-09,96
3061,work,2019-07-18,2019-07-20,3060.0,352.00,Normal,0,27,,,Not Started,2,1,10,2024-07-09,87
3062,sound,2019-07-19,2019-07-22,3061.0,547.00,Normal,0,27,,,Not Started,3,1,11,2024-07-09,63
3063,good,2019-07-22,2019-07-27,3062.0,434.00,Normal,0,27,,,Not Started,5,1,7,2024-07-09,90
3064,air,2019-07-26,2019-07-29,3063.0,951.00,Normal,0,27,,,Not Started,3,1,12,2024-07-09,33
3065,effect,2019-07-28,2019-07-31,3064.0,513.00,Normal,0,27,,,Not Started,3,1,7,2024-07-09,70
3066,collection,2019-08-01,2019-08-05,3065.0,754.00,Normal,0,27,,,Not Started,4,1,4,2024-07-09,32
3067,huge,2019-08-06,2019-08-13,3066.0,383.00,Normal,0,27,,,Not Started,7,1,19,2024-07-09,49
3068,similar,2019-08-12,2019-08-18,3067.0,281.00,Normal,0,27,,,Not Started,6,1,12,2024-07-09,60
3069,accept,2019-08-17,2019-08-21,3068.0,654.00,Normal,0,27,,,Not Started,4,1,15,2024-07-09,52
3070,life,2019-08-21,2019-08-24,3069.0,829.00,Normal,0,27,,,Not Started,3,1,12,2024-07-09,94
3071,those,2019-08-23,2019-08-29,3070.0,461.00,Normal,0,27,,,Not Started,6,1,6,2024-07-09,82
3072,price,2019-08-28,2019-09-05,3071.0,442.00,Normal,0,27,,,Not Started,8,1,19,2024-07-09,65
3073,hospital,2019-09-06,2019-09-10,3072.0,896.00,Normal,0,27,,,Not Started,4,1,15,2024-07-09,79
3074,thank,2019-09-11,2019-09-17,3073.0,683.00,Normal,0,27,,,Not Started,6,1,1,2024-07-09,81
3075,fear,2019-09-16,2019-09-18,3074.0,211.00,Normal,0,27,,,Not Started,2,1,8,2024-07-09,39
3076,along,2019-09-18,2019-09-26,3075.0,551.00,Normal,0,27,,,Not Started,8,1,19,2024-07-09,44
3077,week,2019-09-26,2019-09-28,3076.0,256.00,Normal,0,27,,,Not Started,2,1,15,2024-07-09,60
3078,relationship,2019-09-27,2019-09-29,3077.0,645.00,Normal,0,27,,,Not Started,2,1,17,2024-07-09,88
3079,process,2019-09-28,2019-09-30,3078.0,934.00,Normal,0,27,,,Not Started,2,1,14,2024-07-09,69
3080,various,2019-09-30,2019-10-06,3079.0,837.00,Normal,0,27,,,Not Started,6,1,8,2024-07-09,98
3081,show,2019-10-07,2019-10-11,3080.0,253.00,Normal,0,27,,,Not Started,4,1,2,2024-07-09,100
3082,budget,2019-10-10,2019-10-17,3081.0,334.00,Normal,0,27,,,Not Started,7,1,7,2024-07-09,54
3083,hour,2019-07-16,2019-07-26,,2105.00,Critical,0,28,,,Not Started,10,1,24,2024-07-09,83
3084,car,2019-07-31,2019-08-04,3083.0,948.00,Normal,0,28,,,Not Started,4,1,19,2024-07-09,82
3085,leave,2019-08-07,2019-08-15,3084.0,774.00,Normal,0,28,,,Not Started,8,1,19,2024-07-09,39
3086,get,2019-08-18,2019-08-23,3085.0,296.00,Normal,0,28,,,Not Started,5,1,5,2024-07-09,46
3087,parent,2019-08-24,2019-08-28,3086.0,664.00,Normal,0,28,,,Not Started,4,1,6,2024-07-09,58
3088,seem,2019-08-30,2019-09-05,3087.0,725.00,Normal,0,28,,,Not Started,6,1,11,2024-07-09,85
3089,music,2019-09-08,2019-09-11,3088.0,293.00,Normal,0,28,,,Not Started,3,1,13,2024-07-09,51
3090,bad,2019-09-12,2019-09-15,3089.0,408.00,Normal,0,28,,,Not Started,3,1,18,2024-07-09,85
3091,very,2019-09-16,2019-09-20,3090.0,889.00,Normal,0,28,,,Not Started,4,1,12,2024-07-09,35
3092,part,2019-09-21,2019-09-24,3091.0,938.00,Normal,0,28,,,Not Started,3,1,19,2024-07-09,33
3093,teacher,2019-09-24,2019-09-29,3092.0,696.00,Normal,0,28,,,Not Started,5,1,21,2024-07-09,45
3094,until,2019-09-30,2019-10-03,3093.0,576.00,Normal,0,28,,,Not Started,3,1,6,2024-07-09,100
3095,product,2019-10-03,2019-10-05,3094.0,448.00,Normal,0,28,,,Not Started,2,1,11,2024-07-09,72
3096,project,2019-10-06,2019-10-13,3095.0,766.00,Normal,0,28,,,Not Started,7,1,13,2024-07-09,42
3097,action,2019-10-16,2019-10-20,3096.0,239.00,Normal,0,28,,,Not Started,4,1,22,2024-07-09,37
3098,six,2019-10-21,2019-10-26,3097.0,777.00,Normal,0,28,,,Not Started,5,1,1,2024-07-09,94
3099,enjoy,2019-10-27,2019-11-03,3098.0,624.00,Normal,0,28,,,Not Started,7,1,8,2024-07-09,79
3100,or,2019-11-06,2019-11-09,3099.0,686.00,Normal,0,28,,,Not Started,3,1,6,2024-07-09,85
3101,condition,2019-11-10,2019-11-13,3100.0,257.00,Normal,0,28,,,Not Started,3,1,2,2024-07-09,74
3102,against,2019-11-14,2019-11-16,3101.0,226.00,Normal,0,28,,,Not Started,2,1,2,2024-07-09,30
3103,resource,2019-11-15,2019-11-18,3102.0,682.00,Normal,0,28,,,Not Started,3,1,9,2024-07-09,41
3104,go,2019-11-21,2019-11-28,3103.0,954.00,Normal,0,28,,,Not Started,7,1,4,2024-07-09,34
3105,organization,2019-12-01,2019-12-03,3104.0,757.00,Normal,0,28,,,Not Started,2,1,11,2024-07-09,90
3106,present,2019-12-02,2019-12-09,3105.0,688.00,Normal,0,28,,,Not Started,7,1,4,2024-07-09,51
3107,right,2019-12-11,2019-12-19,3106.0,450.00,Normal,0,28,,,Not Started,8,1,7,2024-07-09,61
3108,brother,2019-12-21,2019-12-26,3107.0,959.00,Normal,0,28,,,Not Started,5,1,10,2024-07-09,87
3109,turn,2019-12-26,2020-01-03,3108.0,967.00,Normal,0,28,,,Not Started,8,1,5,2024-07-09,55
3110,between,2020-01-07,2020-01-11,3109.0,991.00,Normal,0,28,,,Not Started,4,1,20,2024-07-09,75
3111,maintain,2020-01-10,2020-01-18,3110.0,501.00,Normal,0,28,,,Not Started,8,1,21,2024-07-09,82
3112,every,2020-01-22,2020-01-30,3111.0,734.00,Normal,0,28,,,Not Started,8,1,1,2024-07-09,58
3113,possible,2020-02-02,2020-02-06,3112.0,522.00,Normal,0,28,,,Not Started,4,1,7,2024-07-09,82
3114,magazine,2020-02-05,2020-02-12,3113.0,983.00,Normal,0,28,,,Not Started,7,1,2,2024-07-09,37
3115,couple,2020-02-15,2020-02-19,3114.0,674.00,Normal,0,28,,,Not Started,4,1,10,2024-07-09,46
3116,through,2020-02-19,2020-02-22,3115.0,743.00,Normal,0,28,,,Not Started,3,1,12,2024-07-09,63
3117,per,2020-02-22,2020-02-25,3116.0,391.00,Normal,0,28,,,Not Started,3,1,8,2024-07-09,61
3118,young,2020-02-25,2020-03-02,3117.0,378.00,Normal,0,28,,,Not Started,6,1,15,2024-07-09,67
3119,take,2020-03-03,2020-03-10,3118.0,465.00,Normal,0,28,,,Not Started,7,1,4,2024-07-09,42
3120,wrong,2020-03-13,2020-03-21,3119.0,689.00,Normal,0,28,,,Not Started,8,1,21,2024-07-09,86
3121,recent,2020-03-25,2020-03-28,3120.0,434.00,Normal,0,28,,,Not Started,3,1,6,2024-07-09,57
3122,beautiful,2020-03-27,2020-04-04,3121.0,788.00,Normal,0,28,,,Not Started,8,1,1,2024-07-09,79
3123,leader,2020-04-07,2020-04-13,3122.0,249.00,Normal,0,28,,,Not Started,6,1,10,2024-07-09,34
3124,when,2020-04-15,2020-04-18,3123.0,913.00,Normal,0,28,,,Not Started,3,1,2,2024-07-09,98
3125,eye,2020-04-19,2020-04-24,3124.0,276.00,Normal,0,28,,,Not Started,5,1,15,2024-07-09,72
3126,in,2020-04-25,2020-05-01,3125.0,759.00,Normal,0,28,,,Not Started,6,1,17,2024-07-09,36
3127,adult,2020-05-01,2020-05-03,3126.0,991.00,Normal,0,28,,,Not Started,2,1,19,2024-07-09,82
3128,really,2020-05-06,2020-05-10,3127.0,884.00,Normal,0,28,,,Not Started,4,1,10,2024-07-09,52
3129,talk,2020-05-13,2020-05-20,3128.0,551.00,Normal,0,28,,,Not Started,7,1,19,2024-07-09,82
3130,picture,2020-05-23,2020-05-27,3129.0,392.00,Normal,0,28,,,Not Started,4,1,11,2024-07-09,86
3131,see,2019-07-21,2019-08-08,,2221.00,Critical,0,28,,,Not Started,18,1,24,2024-07-09,56
