Date,ProjectID,TotalTask,StartedTask,OnGoingTask,DelayedTask,CompletedTask,WorkDay,TotalSpent,StartDate,EndDate,ActualStartDate,ActualEndDate,WeatherAssessment
2022-05-12,3,100,31,2,2,29,199,18287.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-12,5,122,61,1,1,60,346,39861.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-12,9,118,106,1,1,105,507,71503.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-12,10,143,122,2,2,120,626,77073.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-12,11,136,117,2,2,115,616,67430.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-12,13,110,60,2,2,58,306,36109.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-12,14,113,31,2,2,29,177,19423.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-12,16,142,124,1,1,123,669,77825.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-12,17,94,87,2,2,85,435,53968.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-12,18,97,22,2,1,20,118,16274.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-12,19,91,49,2,2,47,278,34619.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-12,20,85,85,1,1,84,450,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-12,21,135,107,2,2,105,549,69359.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-12,23,102,52,2,2,50,267,34840.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-12,24,111,77,1,1,76,400,50418.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-13,1,149,139,1,1,138,737,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-13,3,100,31,2,2,29,199,18287.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-13,5,122,61,1,1,60,347,39861.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-13,9,118,106,1,1,105,507,71503.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-13,10,143,122,2,2,120,626,77073.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-13,11,136,118,2,2,116,618,68232.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-13,13,110,60,2,2,58,307,36109.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-13,14,113,31,2,2,29,177,19423.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-13,16,142,124,1,1,123,670,77825.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-13,17,94,87,2,2,85,435,53968.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-13,18,97,22,2,1,20,118,16274.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-13,19,91,49,2,2,47,279,34619.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-13,20,85,85,1,1,84,450,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-13,21,135,107,2,2,105,549,69359.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-13,23,102,52,2,2,50,268,34840.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-13,24,111,77,1,1,76,400,50418.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-14,1,149,139,1,1,138,737,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-14,3,100,31,2,2,29,199,18287.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-14,5,122,61,1,1,60,347,39861.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-14,9,118,106,1,1,105,507,71503.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-14,10,143,122,2,2,120,626,77073.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-14,11,136,118,2,2,116,618,68232.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-14,13,110,60,2,2,58,307,36109.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-14,14,113,31,2,2,29,177,19423.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-14,16,142,124,1,1,123,670,77825.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-14,17,94,87,2,2,85,435,53968.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-14,18,97,22,2,1,20,118,16274.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-14,19,91,49,2,2,47,279,34619.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-14,20,85,85,1,1,84,450,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-14,21,135,107,2,2,105,549,69359.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-14,23,102,52,2,2,50,268,34840.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-14,24,111,77,1,1,76,400,50418.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-15,1,149,139,1,1,138,737,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-15,3,100,31,2,2,29,199,18287.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-15,5,122,61,1,1,60,347,39861.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-15,9,118,106,1,1,105,507,71503.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-15,10,143,122,2,2,120,626,77073.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-15,11,136,118,2,2,116,618,68232.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-15,13,110,60,2,2,58,307,36109.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-15,14,113,31,2,2,29,177,19423.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-15,16,142,124,1,1,123,670,77825.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-15,17,94,87,2,2,85,435,53968.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-15,18,97,22,2,1,20,118,16274.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-15,19,91,49,2,2,47,279,34619.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-15,20,85,85,1,1,84,450,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-15,21,135,107,2,2,105,549,69359.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-15,23,102,52,2,2,50,268,34840.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-15,24,111,77,1,1,76,400,50418.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-16,1,149,139,1,1,138,737,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-16,3,100,32,2,2,30,201,18548.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-16,5,122,62,1,1,61,348,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-16,9,118,106,1,1,105,507,71503.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-16,10,143,122,2,2,120,627,77073.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-16,11,136,118,2,2,116,618,68232.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-16,13,110,60,2,2,58,308,36109.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-16,14,113,31,2,2,29,178,19423.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-16,16,142,124,1,1,123,671,77825.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-16,17,94,87,2,2,85,436,53968.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-16,18,97,23,2,2,21,121,16691.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-16,19,91,49,2,2,47,279,34619.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-16,20,85,85,1,1,84,451,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-16,21,135,107,2,2,105,551,69359.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-16,23,102,53,2,2,51,271,35369.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-16,24,111,77,1,1,76,400,50418.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-17,1,149,139,1,1,138,737,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-17,3,100,32,2,2,30,202,18548.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-17,5,122,62,1,1,61,348,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-17,9,118,106,1,1,105,508,71503.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-17,10,143,122,2,2,120,628,77073.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-17,11,136,118,2,2,116,620,68232.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-17,13,110,60,2,2,58,310,36109.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-17,14,113,32,2,2,30,179,19793.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-17,16,142,125,1,1,124,673,78555.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-17,17,94,87,2,2,85,436,53968.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-17,18,97,24,2,2,22,123,17116.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-17,19,91,49,2,2,47,281,34619.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-17,20,85,85,1,1,84,451,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-17,21,135,107,2,2,105,551,69359.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-17,23,102,53,2,2,51,273,35369.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-17,24,111,78,1,1,77,402,50942.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-18,1,149,139,1,1,138,738,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-18,3,100,32,2,2,30,204,18548.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-18,5,122,62,1,1,61,349,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-18,9,118,106,1,1,105,508,71503.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-18,10,143,122,2,2,120,629,77073.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-18,11,136,118,2,2,116,622,68232.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-18,13,110,61,2,2,59,311,37049.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-18,14,113,32,2,2,30,180,19793.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-18,16,142,125,1,1,124,674,78555.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-18,17,94,87,2,2,85,437,53968.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-18,18,97,24,2,2,22,124,17116.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-18,19,91,50,2,2,48,283,35571.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-18,20,85,85,1,1,84,452,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-18,21,135,107,2,2,105,551,69359.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-18,23,102,54,2,2,52,276,35639.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-18,24,111,78,1,1,77,402,50942.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-19,1,149,139,1,1,138,738,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-19,3,100,32,2,2,30,206,18548.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-19,5,122,62,1,1,61,350,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-19,9,118,106,1,1,105,508,71503.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-19,10,143,123,2,2,121,631,77602.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-19,11,136,119,2,2,117,625,69134.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-19,13,110,61,2,2,59,311,37049.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-19,14,113,32,2,2,30,182,19793.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-19,16,142,125,1,1,124,675,78555.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-19,17,94,87,2,2,85,439,53968.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-19,18,97,25,2,2,23,127,17405.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-19,19,91,51,2,2,49,285,36083.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-19,20,85,85,1,1,84,453,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-19,21,135,108,2,2,106,552,70075.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-19,23,102,54,2,2,52,278,35639.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-19,24,111,78,1,1,77,403,50942.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-20,1,149,139,1,1,138,739,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-20,3,100,33,2,2,31,209,20707.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-20,5,122,62,1,1,61,351,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-20,9,118,106,1,1,105,509,71503.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-20,10,143,123,2,2,121,633,77602.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-20,11,136,119,2,2,117,626,69134.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-20,13,110,61,2,2,59,312,37049.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-20,14,113,32,2,2,30,184,19793.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-20,16,142,125,1,1,124,675,78555.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-20,17,94,89,2,2,87,441,55430.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-20,18,97,25,2,2,23,128,17405.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-20,19,91,51,2,2,49,285,36083.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-20,20,85,85,1,1,84,453,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-20,21,135,108,2,2,106,554,70075.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-20,23,102,55,2,2,53,280,36585.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-20,24,111,78,1,1,77,404,50942.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-21,1,149,139,1,1,138,739,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-21,3,100,33,2,2,31,209,20707.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-21,5,122,62,1,1,61,351,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-21,9,118,107,1,1,106,510,71751.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-21,10,143,123,2,2,121,633,77602.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-21,11,136,119,2,2,117,627,69134.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-21,13,110,61,2,2,59,312,37049.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-21,14,113,32,2,2,30,184,19793.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-21,16,142,125,1,1,124,675,78555.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-21,17,94,89,2,2,87,441,55430.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-21,18,97,25,2,2,23,128,17405.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-21,19,91,51,2,2,49,285,36083.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-21,20,85,85,1,1,84,453,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-21,21,135,108,2,2,106,554,70075.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-21,23,102,55,2,2,53,280,36585.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-21,24,111,78,1,1,77,404,50942.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-22,1,149,139,1,1,138,739,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-22,3,100,33,2,2,31,209,20707.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-22,5,122,62,1,1,61,351,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-22,9,118,107,1,1,106,510,71751.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-22,10,143,123,2,2,121,633,77602.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-22,11,136,120,2,2,118,630,69664.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-22,13,110,61,2,2,59,312,37049.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-22,14,113,32,2,2,30,184,19793.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-22,16,142,125,1,1,124,675,78555.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-22,17,94,89,2,2,87,441,55430.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-22,18,97,25,2,2,23,128,17405.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-22,19,91,51,2,2,49,285,36083.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-22,20,85,85,1,1,84,453,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-22,21,135,108,2,2,106,554,70075.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-22,23,102,55,2,2,53,280,36585.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-22,24,111,78,1,1,77,404,50942.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-23,1,149,139,1,1,138,739,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-23,3,100,33,2,2,31,211,20707.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-23,5,122,62,1,1,61,351,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-23,9,118,107,1,1,106,510,71751.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-23,10,143,124,2,2,122,635,77821.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-23,11,136,120,2,2,118,632,69664.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-23,13,110,61,2,2,59,313,37049.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-23,14,113,33,2,2,31,185,20445.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-23,16,142,125,1,1,124,675,78555.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-23,17,94,89,2,2,87,442,55430.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-23,18,97,26,2,2,24,130,17862.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-23,19,91,51,2,2,49,287,36083.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-23,20,85,85,1,1,84,453,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-23,21,135,109,2,2,107,557,70738.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-23,23,102,55,2,2,53,281,36585.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-23,24,111,78,1,1,77,405,50942.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-24,1,149,139,1,1,138,740,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-24,3,100,33,2,2,31,211,20707.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-24,5,122,62,1,1,61,352,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-24,9,118,107,1,1,106,510,71751.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-24,10,143,124,2,2,122,636,77821.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-24,11,136,121,2,2,119,634,70289.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-24,13,110,61,2,2,59,314,37049.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-24,14,113,34,2,2,32,188,21190.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-24,16,142,125,1,1,124,676,78555.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-24,17,94,89,2,2,87,442,55430.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-24,18,97,26,2,2,24,131,17862.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-24,19,91,52,2,2,50,290,36298.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-24,20,85,85,1,1,84,454,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-24,21,135,111,2,2,109,561,72067.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-24,23,102,55,2,2,53,282,36585.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-24,24,111,78,1,1,77,406,50942.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-25,1,149,139,1,1,138,741,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-25,3,100,33,2,2,31,211,20707.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-25,5,122,62,1,1,61,353,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-25,9,118,107,1,1,106,510,71751.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-25,10,143,124,1,1,123,638,78736.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-25,11,136,121,2,2,119,635,70289.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
2022-05-25,13,110,61,2,2,59,315,37049.0,2021-04-20,2022-05-19,2021-04-20,2023-05-11,33.33333333333333
2022-05-25,14,113,34,2,2,32,190,21190.0,2021-09-07,2022-09-05,2021-09-07,2024-02-16,28.57142857142857
2022-05-25,16,142,125,1,1,124,676,78555.0,2019-11-05,2021-12-14,2019-11-05,2023-02-04,14.285714285714285
2022-05-25,17,94,89,2,2,87,443,55430.0,2020-12-29,2021-09-09,2020-12-29,2022-08-16,50.0
2022-05-25,18,97,26,2,2,24,133,17862.0,2021-09-07,2022-12-29,2021-09-07,2023-12-07,25.0
2022-05-25,19,91,52,2,2,50,291,36298.0,2021-06-15,2022-05-28,2021-06-15,2023-05-04,50.0
2022-05-25,20,85,85,1,1,84,454,53354.0,2020-08-11,2021-05-14,2020-08-11,2022-06-13,85.71428571428571
2022-05-25,21,135,111,2,2,109,561,72067.0,2020-12-01,2022-04-22,2020-12-01,2023-01-09,57.14285714285714
2022-05-25,23,102,55,2,2,53,283,36585.0,2021-06-15,2022-06-05,2021-06-15,2023-04-21,50.0
2022-05-25,24,111,78,1,1,77,406,50942.0,2020-11-03,2022-07-07,2020-11-03,2023-08-16,28.57142857142857
2022-05-26,1,149,139,1,1,138,741,89070.0,2020-03-24,2021-08-14,2020-03-24,2022-11-04,42.857142857142854
2022-05-26,3,100,34,2,2,32,214,21596.0,2021-08-10,2023-05-06,2021-08-10,2024-05-06,16.666666666666664
2022-05-26,5,122,62,1,1,61,353,40856.0,2020-12-29,2023-04-21,2020-12-29,2024-01-09,50.0
2022-05-26,9,118,107,1,1,106,510,71751.0,2020-05-19,2021-09-23,2020-05-19,2022-12-09,71.42857142857143
2022-05-26,10,143,124,1,1,123,639,78736.0,2020-06-16,2022-03-15,2020-06-16,2023-04-17,16.666666666666664
2022-05-26,11,136,121,2,2,119,636,70289.0,2020-05-19,2022-02-20,2020-05-19,2022-12-20,62.5
